Collectivite;Budget;Exercice;I_F;D_R;Nature;SousFonction;Exécuté;Libellé nature;Libellé fonction
VILLE;01;2008;F;D;6064;213;9403,47; FOURNITURES ADMINISTRATIVES;CLASSES REGROUPEES
VILLE;01;2009;F;D;6188;323;1276,00; AUTRES FRAIS DIVERS;ARCHIVES
VILLE;01;2012;F;D;60632;112;20362,68; FOURNITURES DE PETIT EQUIPEMENT;POLICE MUNICIPALE
VILLE;01;2005;F;D;6188;020;7835,12; AUTRES FRAIS DIVERS;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2006;F;D;61522;212;353031,36; ENTRETIEN ET REPARATIONS BATIMENTS;ECOLES PRIMAIRES
VILLE;01;2010;I;R;276351;;6378,95; CREANCE COLLECTIVIT GROUPEMENT COLLECTIVITE GFP RATTACHEMENT;
VILLE;01;2012;F;D;60623;112;12111,78; ALIMENTATION;POLICE MUNICIPALE
VILLE;01;2008;F;R;7064;12;12670,20; TAXES DE DESINFECTION  (SERVICES D'HYGIENE);HYGIENE ET SALUBRITE PUBLIQUE
VILLE;01;2009;F;D;6257;422;938,00; RECEPTIONS;AUTRES ACTIVITES POUR LES JEUNES
VILLE;01;2009;F;D;64111;421;83815,50; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;CENTRES DE LOISIRS
VILLE;01;2011;F;D;60611;020;963890,00; EAU ET ASSAINISSSEMENT;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2011;F;D;62848;813;550099,00; REDEVANCES AUTRES PRESTATIONS;PROPRETE URBAINE
VILLE;01;2007;F;R;7481;;31421,00; ATTRIBUTION SUR LE VERSEMENT REPRESENTATIF D'IMPOT SUR LES SPECTACLES;
VILLE;01;2009;F;D;60628;520;6218,59; AUTRES FOURNITURES NON STOCKEES;SERVICES COMMUNS
VILLE;01;2011;F;D;60612;823;156299,04; ENERGIE ET ELECTRICITE;ESPACES VERTS URBAINS
VILLE;01;2006;F;D;616;020;822520,27; PRIMES D ASSURANCES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2011;F;D;64131;024;55524,49; REMUNERATION;FETES ET CEREMONIES
VILLE;01;2006;F;D;6132;020;594061,59; LOCATIONS IMMOBILIERES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2007;F;D;6453;212;1260573,05; COTISATIONS AUX CAISSES DE RETRAITES;ECOLES PRIMAIRES
VILLE;01;2009;I;D;2183;020;381641,05; AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE BUREAU ET INFORMATIQUE;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2012;I;D;2051;824;7104,24; CONCESSIONS ET DROITS SIMILAIRES;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;01;2008;F;R;70632;823;848469,40; REDEVANCES A CARACTERE DE LOISIRS;ESPACES VERTS URBAINS
VILLE;01;2012;F;D;6331;12;10725,60; VERSEMENT DE TRANSPORT;HYGIENE ET SALUBRITE PUBLIQUE
VILLE;01;2008;I;D;2135;048;25049,35; INSTALLATIONS GENERALES, AGENCEMENTS, AMENAGTS DES CONSTRUCTIONS;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;01;2009;F;D;61522;421;10950,61; ENTRETIEN ET REPARATIONS BATIMENTS;CENTRES DE LOISIRS
VILLE;01;2011;F;D;6331;64;223178,17; VERSEMENT DE TRANSPORT;CRECHES ET GARDERIES
VILLE;01;2011;F;D;6065;020;293,93; LIVRES DISQUES CASSETTES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2005;I;D;2184;213;38693,63; AUTRES IMMOBILISATIONS CORPORELLES MOBILIER;CLASSES REGROUPEES
VILLE;01;2007;F;D;61522;112;1946,30; ENTRETIEN ET REPARATIONS BATIMENTS;POLICE MUNICIPALE
VILLE;01;2005;I;D;16882;;11384,09; ICNE PROCEDURES DE CONTREPASSATION;
VILLE;01;2011;F;D;64731;820;12368,40; ALLOC CHOM;SERVICES COMMUNS
VILLE;01;2007;F;D;60623;112;4223,43; ALIMENTATION;POLICE MUNICIPALE
VILLE;01;2009;I;D;2031;212;6207,24; FRAIS D'ETUDES;ECOLES PRIMAIRES
VILLE;01;2010;I;D;202;020;18682,21; FRAIS D'ETUDES,D'ELABORATION,DE MODIFICATIONS DES DOC. D'URBANISME;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2011;F;D;6488;048;9014,50; AUTRES CHARGES;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;01;2012;F;D;64111;822;4091677,73; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;VOIRIE COMMUNALE ET ROUTES
VILLE;01;2005;F;D;61523;822;1078788,51; ENTRETIEN ET REPARATIONS VOIES ET RESEAUX;VOIRIE COMMUNALE ET ROUTES
VILLE;01;2006;I;D;2185;823;41633,77; AUTRES IMMOBILISATIONS CORPORELLES CHEPTEL;ESPACES VERTS URBAINS
VILLE;01;2008;F;R;7066;422;30779,75; REDEVANCES ET DROITS DES SERVICES A CARACTERE SOCIAL;AUTRES ACTIVITES POUR LES JEUNES
VILLE;01;2010;F;D;64112;212;379314,44; NBI, SUPPLEMENT FAMILIAL DE TRAITEMENT ET INDEMNITE DE RESIDENCE;ECOLES PRIMAIRES
VILLE;01;2007;F;D;60628;323;6601,79; AUTRES FOURNITURES NON STOCKEES;ARCHIVES
VILLE;01;2011;F;D;62878;020;2774,70; REMBOURSEMENT DE FRAIS A D'AUTRES ORGANISMES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2012;I;D;2138;816;160145,35; AUTRES CONSTRUCTIONS;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;01;2008;F;D;6453;112;921586,68; COTISATIONS AUX CAISSES DE RETRAITES;POLICE MUNICIPALE
VILLE;01;2009;F;D;6244;824;165,59; TRANSPORTS ADMINISTRATIFS;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;01;2010;F;D;60632;026;1174,40; FOURNITURES DE PETIT EQUIPEMENT;CIMETIERES ET POMPES FUNEBRES
VILLE;01;2006;F;D;64131;022;82381,18; REMUNERATION;ADMINISTRATION GENERALE DE L'ETAT
VILLE;01;2009;F;D;6257;30;13176,88; RECEPTIONS;SERVICES COMMUNS
VILLE;01;2006;F;D;64118;421;22683,47; AUTRES INDEMNITES PERSONNEL TITULAIRE;CENTRES DE LOISIRS
VILLE;01;2007;F;D;60636;824;99,99; VETEMENTS DE TRAVAIL;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;01;2008;F;D;637;;90472,51; AUTRES IMPOTS TAXES ET VERSTS ASSIMILES (AUTRES ORGANISMES);
VILLE;01;2006;F;D;6236;40;14,85; CATALOGUES ET IMPRIMES;SERVICES COMMUNS
VILLE;01;2010;I;D;2185;823;39722,52; AUTRES IMMOBILISATIONS CORPORELLES CHEPTEL;ESPACES VERTS URBAINS
VILLE;01;2011;F;D;6042;64;1844388,91; ACHATS DE PRESTATIONS DE SERVICES AUTRES QUE TERRAINS A AMENAGER;CRECHES ET GARDERIES
VILLE;01;2005;I;D;2183;323;5500,00; AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE BUREAU ET INFORMATIQUE;ARCHIVES
VILLE;01;2006;F;D;60631;020;20630,96; FOURNITURES D'ENTRETIEN;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2006;F;D;6156;816;316145,54; MAINTENANCE;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;01;2011;F;R;7718;90;2903,87; AUTRES PRODUITS EXCEPTIONNELS SUR OPERATIONS DE GESTION;INTERVENTIONS ECONOMIQUES
VILLE;01;2005;F;D;61558;823;33989,56; ENTRETIEN ET REPARATIONS AUTRES BIENS MOBILIERS;ESPACES VERTS URBAINS
VILLE;01;2010;F;D;60633;821;382,72; FOURNITURES DE VOIRIE;EQUIPEMENTS DE VOIRIE
VILLE;01;2008;F;D;64112;64;262303,71; NBI, SUPPLEMENT FAMILIAL DE TRAITEMENT ET INDEMNITE DE RESIDENCE;CRECHES ET GARDERIES
VILLE;01;2009;F;D;6451;816;74977,16; COTISATIONS A L'URSSAF;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;01;2010;F;D;6156;213;6815,86; MAINTENANCE;CLASSES REGROUPEES
VILLE;01;2010;F;D;64118;411;202513,32; AUTRES INDEMNITES PERSONNEL TITULAIRE;SALLES DE SPORT, GYMNASES
VILLE;01;2010;F;D;6233;212;1865,82; FOIRES ET EXPOSITIONS;ECOLES PRIMAIRES
VILLE;01;2011;F;D;6226;048;9209,06; HONORAIRES;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;01;2012;I;D;202;821;38116,03; FRAIS D'ETUDES,D'ELABORATION,DE MODIFICATIONS DES DOC. D'URBANISME;EQUIPEMENTS DE VOIRIE
VILLE;01;2006;I;D;2184;020;255570,23; AUTRES IMMOBILISATIONS CORPORELLES MOBILIER;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2008;F;D;6232;251;6915,54; FETES ET CEREMONIES;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;01;2010;I;D;2313;814;1534540,60; IMMOBILISATIONS EN COURS CONSTRUCTION;ECLAIRAGE PUBLIC
VILLE;01;2011;I;R;1323;824;108324,16; SUBV EQUIP NON TRANSF DEPARTE;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;01;2012;F;D;6288;020;63151,52; AUTRES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2011;F;D;6156;422;34867,13; MAINTENANCE;AUTRES ACTIVITES POUR LES JEUNES
VILLE;01;2009;I;R;1328;824;2158492,99; SUBV D EQUIPEMENT AUTRES;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;01;2007;F;R;758;211;34997,88; Produits divers de gestion cou;ECOLES MATERNELLES
VILLE;01;2008;F;D;6247;212;28755,49; TRANSPORT COLLECTIF;ECOLES PRIMAIRES
VILLE;01;2008;F;R;7718;822;13598,91; AUTRES PRODUITS EXCEPTIONNELS SUR OPERATIONS DE GESTION;VOIRIE COMMUNALE ET ROUTES
VILLE;01;2009;F;D;64112;022;76415,21; NBI, SUPPLEMENT FAMILIAL DE TRAITEMENT ET INDEMNITE DE RESIDENCE;ADMINISTRATION GENERALE DE L'ETAT
VILLE;01;2009;F;R;758;023;18191,73; Produits divers de gestion cou;INFORMATION, COMMUNICATION, PUBLICITE
VILLE;01;2007;I;D;2315;816;11841559,91; IMMOBILISATIONS EN COURS INSTALLATIONS MATERIEL ET OUTILLAGE TECHNIQUE;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;01;2011;F;D;6232;422;29301,66; FETES ET CEREMONIES;AUTRES ACTIVITES POUR LES JEUNES
VILLE;01;2008;F;D;6156;411;22725,92; MAINTENANCE;SALLES DE SPORT, GYMNASES
VILLE;01;2011;F;D;6488;12;21926,00; AUTRES CHARGES;HYGIENE ET SALUBRITE PUBLIQUE
VILLE;01;2011;F;D;6188;30;179399,45; AUTRES FRAIS DIVERS;SERVICES COMMUNS
VILLE;01;2011;F;D;6238;415;303416,29; DIVERS;MANIFESTATIONS SPORTIVES
VILLE;01;2007;F;D;6247;211;9619,79; TRANSPORT COLLECTIF;ECOLES MATERNELLES
VILLE;01;2009;F;D;6226;823;38496,25; HONORAIRES;ESPACES VERTS URBAINS
VILLE;01;2010;F;D;6132;020;1242601,06; LOCATIONS IMMOBILIERES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2011;F;D;637;023;10291,11; AUTRES IMPOTS TAXES ET VERSTS ASSIMILES (AUTRES ORGANISMES);INFORMATION, COMMUNICATION, PUBLICITE
VILLE;01;2007;F;D;6135;048;3607,13; LOCATIONS MOBILIERES;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;01;2005;F;R;758;422;43011,68; Produits divers de gestion cou;AUTRES ACTIVITES POUR LES JEUNES
VILLE;01;2006;F;D;6262;33;3060,28; FRAIS DE TELECOMMUNICATIONS;ACTION CULTURELLE
VILLE;01;2007;F;R;7088;820;162,30; AUTRES PRODUITS D ACTIVITES ANNEXES;SERVICES COMMUNS
VILLE;01;2010;F;D;627;020;513,28; SERVICES BANCAIRES ET ASSIMILES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2009;F;D;6064;213;1807,45; FOURNITURES ADMINISTRATIVES;CLASSES REGROUPEES
VILLE;01;2009;F;D;6156;411;18373,46; MAINTENANCE;SALLES DE SPORT, GYMNASES
VILLE;01;2012;F;D;6453;12;137378,54; COTISATIONS AUX CAISSES DE RETRAITES;HYGIENE ET SALUBRITE PUBLIQUE
VILLE;01;2012;F;D;617;112;38367,68; ETUDES ET RECHERCHES;POLICE MUNICIPALE
VILLE;01;2012;F;D;6238;314;63174,32; DIVERS;CINEMAS ET AUTRES SALLES DE SPECTACLES
VILLE;01;2007;I;R;1325;414;165400,00; SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES GROUPEMENTS DE COLLECTIVITES;AUTRES EQUIPEMENTS SPORTIFS OU DE LOISIR
VILLE;01;2009;F;D;60636;024;23722,92; VETEMENTS DE TRAVAIL;FETES ET CEREMONIES
VILLE;01;2011;I;D;2312;211;403146,55; IMMOBILISATIONS EN COURS TERRAINS;ECOLES MATERNELLES
VILLE;01;2005;F;D;614;324;2433,64; CHARGES LOCATIVES ET DE COPROPRIETE;ENTRETIEN DU PATRIMOINE CULTUREL
VILLE;01;2005;F;D;6236;823;7058,75; CATALOGUES ET IMPRIMES;ESPACES VERTS URBAINS
VILLE;01;2008;F;D;6042;30;2137,92; ACHATS DE PRESTATIONS DE SERVICES AUTRES QUE TERRAINS A AMENAGER;SERVICES COMMUNS
VILLE;01;2009;I;R;1323;816;634999,47; SUBV EQUIP NON TRANSF DEPARTE;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;01;2005;F;D;637;020;23366,17; AUTRES IMPOTS TAXES ET VERSTS ASSIMILES (AUTRES ORGANISMES);ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2011;I;R;274;;12000000,00; AUTRES IMMOBILISATIONS FINANCIERES PRETS;
VILLE;01;2012;F;D;60612;814;1992711,45; ENERGIE ET ELECTRICITE;ECLAIRAGE PUBLIC
VILLE;01;2007;F;D;6262;91;1961,34; FRAIS DE TELECOMMUNICATIONS;FOIRES ET MARCHES
VILLE;01;2012;F;D;678;91;17812,00; AUTRES CHARGES EXCEPTIONNELLES;FOIRES ET MARCHES
VILLE;01;2005;F;D;654;;460000,00; PERTES SUR CREANCES IRRECOUVRABLES;
VILLE;01;2007;I;D;2184;251;9771,32; AUTRES IMMOBILISATIONS CORPORELLES MOBILIER;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;01;2012;F;D;6227;112;1027,66; FRAIS D'ACTE ET DE CONTENTIEUX;POLICE MUNICIPALE
VILLE;01;2007;F;D;6453;412;470740,74; COTISATIONS AUX CAISSES DE RETRAITES;STADES
VILLE;01;2009;F;D;60622;40;1858,93; CARBURANTS;SERVICES COMMUNS
VILLE;01;2012;F;R;758;91;100525,88; Produits divers de gestion cou;FOIRES ET MARCHES
VILLE;01;2005;F;R;778;421;42,00; AUTRES PRODUITS EXCEPTIONNELS;CENTRES DE LOISIRS
VILLE;01;2005;I;D;2313;211;4413872,46; IMMOBILISATIONS EN COURS CONSTRUCTION;ECOLES MATERNELLES
VILLE;01;2008;I;D;2313;814;262213,61; IMMOBILISATIONS EN COURS CONSTRUCTION;ECLAIRAGE PUBLIC
VILLE;01;2008;I;R;2313;020;4481,52; IMMOBILISATIONS EN COURS CONSTRUCTION;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2009;F;D;6262;91;3198,53; FRAIS DE TELECOMMUNICATIONS;FOIRES ET MARCHES
VILLE;01;2012;F;D;60632;421;42991,40; FOURNITURES DE PETIT EQUIPEMENT;CENTRES DE LOISIRS
VILLE;01;2007;F;R;7381;;9310072,56; TAXE ADDITIONNELLE AUX DROITS DE MUTATION OU TAXE DE PUBLICITE FONCIERE;
VILLE;01;2009;F;D;64112;024;23864,31; NBI, SUPPLEMENT FAMILIAL DE TRAITEMENT ET INDEMNITE DE RESIDENCE;FETES ET CEREMONIES
VILLE;01;2012;I;R;1322;324;63565,80; SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES REGIONS;ENTRETIEN DU PATRIMOINE CULTUREL
VILLE;01;2007;F;D;6247;421;35675,39; TRANSPORT COLLECTIF;CENTRES DE LOISIRS
VILLE;01;2011;I;R;1323;822;22988,61; SUBV EQUIP NON TRANSF DEPARTE;VOIRIE COMMUNALE ET ROUTES
VILLE;01;2005;F;D;6535;021;8871,47; FORMATIONS ELUS;ASSEMBLEE LOCALE
VILLE;01;2012;F;D;64111;816;295923,67; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;01;2005;F;D;6282;421;106,03; FRAIS DE GARDIENNAGE;CENTRES DE LOISIRS
VILLE;01;2009;F;D;6282;048;745,30; FRAIS DE GARDIENNAGE;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;01;2006;F;R;758;021;11705,15; Produits divers de gestion cou;ASSEMBLEE LOCALE
VILLE;01;2006;F;D;64831;820;14640,30; INDEMNITES AUX AGENTS;SERVICES COMMUNS
VILLE;01;2008;F;D;637;024;2991,79; AUTRES IMPOTS TAXES ET VERSTS ASSIMILES (AUTRES ORGANISMES);FETES ET CEREMONIES
VILLE;01;2010;F;D;61521;212;77612,64; ENTRETIEN ET REPARATIONS SUR TERRAINS;ECOLES PRIMAIRES
VILLE;01;2011;F;D;6282;024;12439,89; FRAIS DE GARDIENNAGE;FETES ET CEREMONIES
VILLE;01;2012;F;D;60636;213;56152,73; VETEMENTS DE TRAVAIL;CLASSES REGROUPEES
VILLE;01;2006;F;D;6488;91;21203,00; AUTRES CHARGES;FOIRES ET MARCHES
VILLE;01;2008;F;R;70878;020;639321,00; REMBOURSEMENT DE FRAIS PAR D'AUTRES REDEVABLES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2011;F;D;627;30;15,00; SERVICES BANCAIRES ET ASSIMILES;SERVICES COMMUNS
VILLE;01;2008;F;D;6231;520;13054,22; ANNONCES ET INSERTIONS;SERVICES COMMUNS
VILLE;01;2008;F;D;6241;422;1693,54; TRANSPORT DE BIENS;AUTRES ACTIVITES POUR LES JEUNES
VILLE;01;2009;F;D;64118;64;1888687,29; AUTRES INDEMNITES PERSONNEL TITULAIRE;CRECHES ET GARDERIES
VILLE;01;2009;I;D;21312;213;4455329,50; BATIMENTS SCOLAIRES;CLASSES REGROUPEES
VILLE;01;2011;I;R;1311;823;50167,19; SUBVENTIONS D'INVESTISSEMENT;ESPACES VERTS URBAINS
VILLE;01;2005;F;R;778;30;69837,00; AUTRES PRODUITS EXCEPTIONNELS;SERVICES COMMUNS
VILLE;01;2010;F;D;658;822;636384,03; CHARGES DIVERSES DE LA GESTION COURANTE;VOIRIE COMMUNALE ET ROUTES
VILLE;01;2010;F;D;64112;023;11315,77; NBI, SUPPLEMENT FAMILIAL DE TRAITEMENT ET INDEMNITE DE RESIDENCE;INFORMATION, COMMUNICATION, PUBLICITE
VILLE;01;2012;F;R;7788;822;403598,00; PRODUITS EXCEPTIONNELS DIVERS;VOIRIE COMMUNALE ET ROUTES
VILLE;01;2008;F;D;61558;212;2329,25; ENTRETIEN ET REPARATIONS AUTRES BIENS MOBILIERS;ECOLES PRIMAIRES
VILLE;01;2008;I;R;2313;322;7153,00; IMMOBILISATIONS EN COURS CONSTRUCTION;MUSEES
VILLE;01;2010;F;D;6453;112;1055057,84; COTISATIONS AUX CAISSES DE RETRAITES;POLICE MUNICIPALE
VILLE;01;2010;F;R;7067;251;3580993,48; REDEVANCES ET DROITS DES SERVICES PERISCOLAIRES ET D ENSEIGNEMENT;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;01;2005;F;D;61522;212;378566,61; ENTRETIEN ET REPARATIONS BATIMENTS;ECOLES PRIMAIRES
VILLE;01;2006;F;D;6042;422;60175,60; ACHATS DE PRESTATIONS DE SERVICES AUTRES QUE TERRAINS A AMENAGER;AUTRES ACTIVITES POUR LES JEUNES
VILLE;01;2007;F;D;6453;023;167124,28; COTISATIONS AUX CAISSES DE RETRAITES;INFORMATION, COMMUNICATION, PUBLICITE
VILLE;01;2007;F;D;6574;95;1728000,00; SUBVENTIONS DE FONCTIONNEMENT AUX ASSOCIATIONS ET AUTRES ORGANISMES;AIDES AU TOURISME
VILLE;01;2006;F;R;758;820;27538,70; Produits divers de gestion cou;SERVICES COMMUNS
VILLE;01;2008;I;D;2313;822;2118011,14; IMMOBILISATIONS EN COURS CONSTRUCTION;VOIRIE COMMUNALE ET ROUTES
VILLE;01;2010;I;R;2313;824;4775025,14; IMMOBILISATIONS EN COURS CONSTRUCTION;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;01;2008;F;R;73681;;92936,60; EMPLACEMENTS PUBLICITAIRES;
VILLE;01;2012;F;D;61522;421;8261,69; ENTRETIEN ET REPARATIONS BATIMENTS;CENTRES DE LOISIRS
VILLE;01;2007;F;D;6574;512;29100,00; SUBVENTIONS DE FONCTIONNEMENT AUX ASSOCIATIONS ET AUTRES ORGANISMES;ACTIONS DE PREVENTION SANITAIRE
VILLE;01;2007;I;D;2168;323;13830,00; COLLECTIONS - OEUVRES D'ART AUTRES;ARCHIVES
VILLE;01;2008;I;D;2315;212;426520,22; IMMOBILISATIONS EN COURS INSTALLATIONS MATERIEL ET OUTILLAGE TECHNIQUE;ECOLES PRIMAIRES
VILLE;01;2009;F;D;64112;814;8737,65; NBI, SUPPLEMENT FAMILIAL DE TRAITEMENT ET INDEMNITE DE RESIDENCE;ECLAIRAGE PUBLIC
VILLE;01;2010;F;R;7337;822;4000404,71; DROIT DE STATIONNEMENT;VOIRIE COMMUNALE ET ROUTES
VILLE;01;2012;I;D;2051;821;9542,08; CONCESSIONS ET DROITS SIMILAIRES;EQUIPEMENTS DE VOIRIE
VILLE;01;2012;F;D;6488;020;721688,77; AUTRES CHARGES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2008;F;R;7788;211;1750,15; PRODUITS EXCEPTIONNELS DIVERS;ECOLES MATERNELLES
VILLE;01;2009;F;R;7067;823;346,84; REDEVANCES ET DROITS DES SERVICES PERISCOLAIRES ET D ENSEIGNEMENT;ESPACES VERTS URBAINS
VILLE;01;2005;I;R;1321;112;35465,45; SUBVENTIONS D' EQUIP NON TRANSFERABLES  ETAT & ETABLISSEMENT NATIONAUX;POLICE MUNICIPALE
VILLE;01;2006;F;D;6331;12;7857,43; VERSEMENT DE TRANSPORT;HYGIENE ET SALUBRITE PUBLIQUE
VILLE;01;2007;F;R;7413;;74427,75; DOTATION DES PERMANENTS SYNDICAUX;
VILLE;01;2008;F;D;64118;422;441654,58; AUTRES INDEMNITES PERSONNEL TITULAIRE;AUTRES ACTIVITES POUR LES JEUNES
VILLE;01;2011;F;D;6714;048;18200,00; CHARGES EXCEPTIONNELLES SUR BOURSES ET PRIX;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;01;2012;F;D;6232;024;92620,39; FETES ET CEREMONIES;FETES ET CEREMONIES
VILLE;01;2008;F;D;65738;824;168485,11; SUBVENTIONS DE FONCTIONNEMENT AUX AUTRES ORGANISMES;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;01;2008;F;D;6288;823;24567,14; AUTRES;ESPACES VERTS URBAINS
VILLE;01;2009;F;D;617;212;4664,40; ETUDES ET RECHERCHES;ECOLES PRIMAIRES
VILLE;01;2010;I;D;2031;212;17687,64; FRAIS D'ETUDES;ECOLES PRIMAIRES
VILLE;01;2008;F;D;6182;816;1048,89; DOCUMENTATION GENERALE ET TECHNIQUE;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;01;2009;F;D;6331;30;10308,11; VERSEMENT DE TRANSPORT;SERVICES COMMUNS
VILLE;01;2011;I;D;2168;324;12325,00; COLLECTIONS - OEUVRES D'ART AUTRES;ENTRETIEN DU PATRIMOINE CULTUREL
VILLE;01;2012;F;D;61523;026;427364,12; ENTRETIEN ET REPARATIONS VOIES ET RESEAUX;CIMETIERES ET POMPES FUNEBRES
VILLE;01;2012;F;D;61522;251;11190,10; ENTRETIEN ET REPARATIONS BATIMENTS;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;01;2009;F;R;7718;251;1977,20; AUTRES PRODUITS EXCEPTIONNELS SUR OPERATIONS DE GESTION;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;01;2010;F;D;60611;026;7353,81; EAU ET ASSAINISSSEMENT;CIMETIERES ET POMPES FUNEBRES
VILLE;01;2011;I;D;2313;020;36289775,31; IMMOBILISATIONS EN COURS CONSTRUCTION;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2012;F;D;6135;91;398677,61; LOCATIONS MOBILIERES;FOIRES ET MARCHES
VILLE;01;2007;F;D;6064;024;4164,64; FOURNITURES ADMINISTRATIVES;FETES ET CEREMONIES
VILLE;01;2007;I;R;274;824;300000,00; AUTRES IMMOBILISATIONS FINANCIERES PRETS;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;01;2011;F;D;63512;020;969286,86; TAXES FONCIERES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2012;F;D;6132;90;515715,20; LOCATIONS IMMOBILIERES;INTERVENTIONS ECONOMIQUES
VILLE;01;2012;F;R;7488;251;23805,88; AUTRES ATTRIBUTIONS, SUBVENTIONS ET PARTICIPATIONS;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;01;2005;F;D;6232;251;1797,78; FETES ET CEREMONIES;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;01;2010;F;D;617;821;143998,40; ETUDES ET RECHERCHES;EQUIPEMENTS DE VOIRIE
VILLE;01;2012;F;D;73921;;6141159,56; ATTRIBUTION DE COMPENSATION;
VILLE;01;2012;F;R;6419;020;186472,80; REMBOURSEMENTS SUR REMUNERATION DU PERSONNEL;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;01;2007;F;D;6488;112;200014,97; AUTRES CHARGES;POLICE MUNICIPALE
VILLE;01;2011;I;D;2188;520;2717,31; AUTRES IMMOBILISATIONS CORPORELLES AUTRES;SERVICES COMMUNS
VILLE;01;2008;F;D;73961;;6054210,00; REVERSEMENT ATTRIBUTION DE COMPENSATION;
VILLE;01;2009;F;D;64112;412;68214,85; NBI, SUPPLEMENT FAMILIAL DE TRAITEMENT ET INDEMNITE DE RESIDENCE;STADES
VILLE;01;2009;F;D;6188;40;51840,62; AUTRES FRAIS DIVERS;SERVICES COMMUNS
VILLE;01;2011;F;D;627;64;7894,16; SERVICES BANCAIRES ET ASSIMILES;CRECHES ET GARDERIES
VILLE;01;2010;F;D;64112;412;62959,64; NBI, SUPPLEMENT FAMILIAL DE TRAITEMENT ET INDEMNITE DE RESIDENCE;STADES
VILLE;01;2006;F;D;6535;021;12088,10; FORMATIONS ELUS;ASSEMBLEE LOCALE
VILLE;01;2006;F;D;6488;821;28454,10; AUTRES CHARGES;EQUIPEMENTS DE VOIRIE
VILLE;01;2010;F;D;617;824;2579,77; ETUDES ET RECHERCHES;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;01;2010;I;D;205;020;405632,49; CONCESSIONS ET DROITS SIMILAIRES BREVETS LICENCES MARQUES PROCEDES DROITS ET VAL;ADMINISTRATION GENERALE DE LA COLLECTIVITE
