Espèce,Numéro nomenclatural,Nom retenu,Numéro nomenclatural nom retenu,Numéro taxonomique,Famille,Referentiel taxonomique,Commune,Identifiant Commune,Date,Lieu-dit,Station,Milieu,Notes,Latitude,Longitude,Altitude,Référentiel Géographique,Lumière,Température,Continentalité,Humidité Atmosphérique,Humidité,Réaction (pH),Nutriments,Salinité,Texture,Matière Organique,Code Catminat,Syntaxon,ext:personneStructure,ext:personneService,ext:personneFonction,ext:adresse,ext:latitudeDebutRue,ext:longitudeDebutRue,ext:latitudeFinRue,ext:longitudeFinRue,ext:typoUrbaine,ext:revetementSol,ext:presenceZoneVegetalise,ext:hauteurBatimentAvoisinant,ext:intensiteGestion,ext:periodiciteTraitementPhyto,ext:itineraireGestion,ext:dateDerniereIntervention,ext:hauteurPlante,ext:resistanceTraitementPhyto,ext:vitesseCroissance,ext:perceptionTechnicien,ext:perceptionRiverainMauvaise,ext:coteRue,ext:apparence
Scrophularia auriculata L.,61973,Scrophularia auriculata L.,61973,5458,Scrophulariaceae,bdtfx,Montpellier,34,2008/05/20,Le Lez,DDA9,,Audrey BENAVENT et Julien BARATAUD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicago sativa L.,41470,Medicago sativa L.,41470,3041,Fabaceae,bdtfx,Montpellier,34,2008/05/20,Le Lez,DDA9,,Audrey BENAVENT et Julien BARATAUD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanus hybrida Brot.,50148,Platanus x hispanica Mill. ex Münchh.,50147,4109,Platanaceae,bdtfx,Montpellier,34,2008/05/20,Le Lez,DDA9,,Audrey BENAVENT et Julien BARATAUD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equisetum arvense L.,24488,Equisetum arvense L.,24488,7397,Equisetaceae,bdtfx,Montpellier,34,2008/05/20,Le Lez,DDA9,,Audrey BENAVENT et Julien BARATAUD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silybum marianum (L.) Gaertn.,64454,Silybum marianum (L.) Gaertn.,64454,1212,Asteraceae,bdtfx,Montpellier,34,2008/05/20,Le Lez,DDA9,,Audrey BENAVENT et Julien BARATAUD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lolium perenne L.,39692,Lolium perenne L.,39692,6983,Poaceae,bdtfx,Montpellier,34,2008/05/20,Le Lez,DDA9,,Audrey BENAVENT et Julien BARATAUD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clematis vitalba L.,18235,Clematis vitalba L.,18235,4436,Ranunculaceae,bdtfx,Montpellier,34,2008/05/20,Le Lez,DDA9,,Audrey BENAVENT et Julien BARATAUD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geranium robertianum L.,30044,Geranium robertianum L.,30044,3435,Geraniaceae,bdtfx,Montpellier,34,2008/05/20,Le Lez,DDA9,,Audrey BENAVENT et Julien BARATAUD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonchus oleraceus L.,65205,Sonchus oleraceus L.,65205,1232,Asteraceae,bdtfx,Montpellier,34,2008/05/20,Le Lez,DDA9,,Audrey BENAVENT et Julien BARATAUD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avena sterilis L.,8901,Avena sterilis L.,8901,6651,Poaceae,bdtfx,Montpellier,34,2008/05/20,Le Lez,DDA9,,Audrey BENAVENT et Julien BARATAUD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trifolium arvense L.,68989,Trifolium arvense L.,68989,14822,Fabaceae,bdtfx,Montpellier,34,2008/05/20,Le Lez,DDA9,,Audrey BENAVENT et Julien BARATAUD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trifolium pratense L.,69291,Trifolium pratense L.,69291,14832,Fabaceae,bdtfx,Montpellier,34,2008/05/20,Le Lez,DDA9,,Audrey BENAVENT et Julien BARATAUD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bromus hordeaceus L.,10780,Bromus hordeaceus L.,10780,6698,Poaceae,bdtfx,Montpellier,34,2008/05/20,Le Lez,DDA9,,Audrey BENAVENT et Julien BARATAUD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cichorium intybus L.,17314,Cichorium intybus L.,17314,661,Asteraceae,bdtfx,Montpellier,34,2008/06/24,Quartier St Clément,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrhenatherum elatius (L.) P.Beauv. ex J.Presl & C.Presl,6701,Arrhenatherum elatius (L.) P.Beauv. ex J.Presl & C.Presl,6701,8654,Poaceae,bdtfx,Montpellier,34,2008/05/21,Le Rieucoulon,DDA9,,Audrey BENAVENT et Julien BARATAUD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geranium dissectum L.,29941,Geranium dissectum L.,29941,3420,Geraniaceae,bdtfx,Montpellier,34,2008/05/21,Le Rieucoulon,DDA9,,Audrey BENAVENT et Julien BARATAUD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amaranthus retroflexus L.,4009,Amaranthus retroflexus L.,4009,49,Amaranthaceae,bdtfx,Montpellier,34,2008/05/21,Le Rieucoulon,DDA9,,Audrey BENAVENT et Julien BARATAUD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clematis flammula L.,18206,Clematis flammula L.,18206,4434,Ranunculaceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calystegia sepium (L.) R.Br.,12341,Convolvulus sepium L.,18805,2448,Convolvulaceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lythrum salicaria L.,40631,Lythrum salicaria L.,40631,3792,Lythraceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sorghum halepense (L.) Pers.,65357,Sorghum halepense (L.) Pers.,65357,7142,Poaceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctium minus (Hill) Bernh.,6091,Arctium minus (Hill) Bernh.,6091,417,Asteraceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyperus eragrostis Lam.,20727,Cyperus eragrostis Lam.,20727,6011,Cyperaceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vinca major L.,75435,Vinca major L.,75435,30427,Apocynaceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crepis echioides (L.) All.,19647,Helminthotheca echioides (L.) Holub,31546,1101,Asteraceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantago lanceolata L.,49948,Plantago lanceolata L.,49948,4094,Plantaginaceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantago major L.,49976,Plantago major L.,49976,4096,Plantaginaceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rumex crispus L.,58698,Rumex crispus L.,58698,4262,Polygonaceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chenopodium album L.,16741,Chenopodium album L.,16741,2335,Amaranthaceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Typha angustifolia L.,70133,Typha angustifolia L.,70133,7261,Typhaceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rumex sanguineus L.,58883,Rumex sanguineus L.,58883,4284,Polygonaceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipsacus fullonum,22677,Dipsacus sativus (L.) Honck.,22689,2587,Caprifoliaceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agrostis stolonifera L.,1908,Agrostis stolonifera L.,1908,8558,Poaceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cirsium arvense (L.) Scop.,17468,Cirsium arvense (L.) Scop.,17468,664,Asteraceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epilobium tetragonum L.,24336,Epilobium tetragonum L.,24336,9924,Onagraceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cichorium intybus L.,17314,Cichorium intybus L.,17314,661,Asteraceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polygonum aviculare L.,51363,Polygonum aviculare L.,51363,4224,Polygonaceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Althaea cannabina L.,3729,Althaea cannabina L.,3729,3802,Malvaceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saponaria officinalis L.,60403,Saponaria officinalis L.,60403,2178,Caryophyllaceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Festuca arundinacea Schreb.,26613,Schedonorus arundinaceus (Schreb.) Dumort.,119427,10048,Poaceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anagallis caerulea L.,4381,Lysimachia arvensis subsp. arvensis ,101469,4306,Primulaceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,7,5,5,5,5,6,7,0,3,3,13/3.,,,,,,,,,,,,,,,,,,,,,,,,
Bromus catharticus Vahl,10623,Ceratochloa cathartica (Vahl) Herter,16131,6687,Poaceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artemisia verlotiorum Lamotte,6983,Artemisia verlotiorum Lamotte,6983,458,Asteraceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Convolvulus arvensis L.,75060,Convolvulus arvensis L.,75060,30052,Convolvulaceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salix alba L.,59255,Salix alba L.,59255,5134,Salicaceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apium nodiflorum (L.) Lag.,5658,Helosciadium nodiflorum (L.) W.D.J.Koch,31557,8634,Apiaceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthriscus sylvestris (L.) Hoffm.,5290,Anthriscus sylvestris (L.) Hoffm.,5290,8626,Apiaceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fraxinus angustifolia subsp. oxycarpa (M.Bieb. ex Willd.) Franco & Rocha Afonso,28212,Fraxinus angustifolia subsp. oxycarpa (M.Bieb. ex Willd.) Franco & Rocha Afonso,28212,3943,Oleaceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juncus inflexus L.,36551,Juncus inflexus L.,36551,6146,Juncaceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epilobium parviflorum Schreb.,24259,Epilobium parviflorum Schreb.,24259,3897,Onagraceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sambucus ebulus L.,60236,Sambucus ebulus L.,60236,1967,Adoxaceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nasturtium officinale R.Br.,43852,Nasturtium officinale R.Br.,43852,1765,Brassicaceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dittrichia viscosa (L.) Greuter,75097,Dittrichia viscosa (L.) Greuter,75097,30089,Asteraceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rubus ulmifolius Schott,58514,Rubus ulmifolius Schott,58514,4969,Rosaceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer negundo L.,74932,Acer negundo L.,74932,29924,Sapindaceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epilobium montanum L.,24206,Epilobium montanum L.,24206,3893,Onagraceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Populus alba L.,51965,Populus alba L.,51965,5124,Salicaceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conyza canadensis (L.) Cronquist,18836,Erigeron canadensis L.,24880,700,Asteraceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackstonia perfoliata (L.) Huds.,9876,Blackstonia perfoliata (L.) Huds.,9876,3329,Gentianaceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrhenatherum elatius (L.) P.Beauv. ex J.Presl & C.Presl,6701,Arrhenatherum elatius (L.) P.Beauv. ex J.Presl & C.Presl,6701,8654,Poaceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taraxacum officinale Weber,66979,Taraxacum officinale F.H.Wigg.,119412,29903,Asteraceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arundo donax L.,7099,Arundo donax L.,7099,6639,Poaceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa arvensis Huds.,56523,Rosa arvensis Huds.,56523,4861,Rosaceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silene italica (L.) Pers.,75379,Silene italica (L.) Pers.,75379,30371,Caryophyllaceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senecio inaequidens DC.,62909,Senecio inaequidens DC.,62909,1176,Asteraceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beta maritima L.,9506,Beta vulgaris subsp. maritima (L.) Arcang.,9517,2333,Amaranthaceae,bdtfx,Montpellier,34,2008/06/26,Le Rieucoulon,DDA9,,Thibaut SUISSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scabiosa columbaria L.,61116,Scabiosa columbaria L.,61116,2612,Caprifoliaceae,bdtfx,Montpellier,34,2008/09/24,Quartier St Clément,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyclamen hederifolium Aiton,20432,Cyclamen hederifolium Aiton,20432,4341,Primulaceae,bdtfx,Montpellier,34,2008/10/22,Campus CNRS,proximité des bâtiments du CEFE,"\""garrigue urbaine\""",floraison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phillyrea angustifolia L.,48852,Phillyrea angustifolia L.,48852,3958,Oleaceae,bdtfx,Montpellier,34,2009/03/05,Restinclière,Garrigue,"Pinède, garrigue",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinus halepensis Mill.,75290,Pinus halepensis Mill.,75290,30282,Pinaceae,bdtfx,Montpellier,34,2009/03/05,Restinclière,Garrigue,"Pinède, garrigue",+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa canina L.,56619,Rosa canina L.,56619,4863,Rosaceae,bdtfx,Montpellier,34,2009/03/05,Restinclière,Garrigue,"Pinède, garrigue",+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus coccifera L.,54390,Quercus coccifera L.,54390,3283,Fagaceae,bdtfx,Montpellier,34,2009/03/05,Restinclière,Garrigue,"Pinède, garrigue",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buxus sempervirens L.,11691,Buxus sempervirens L.,11691,1842,Buxaceae,bdtfx,Montpellier,34,2009/03/05,Restinclière,Garrigue,"Pinède, garrigue",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosmarinus officinalis L.,75333,Rosmarinus officinalis L.,75333,30325,Lamiaceae,bdtfx,Montpellier,34,2009/03/05,Restinclière,Garrigue,"Pinède, garrigue",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schoenus nigricans L.,61436,Schoenus nigricans L.,61436,6038,Cyperaceae,bdtfx,Montpellier,34,2009/03/05,Restinclière,Garrigue,"Pinède, garrigue",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genista scorpius (L.) DC.,29608,Genista scorpius (L.) DC.,29608,2913,Fabaceae,bdtfx,Montpellier,34,2009/03/05,Restinclière,Garrigue,"Pinède, garrigue",+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex,101188,Carex,101188,51188,Cyperaceae,bdtfx,Montpellier,34,2009/03/05,Restinclière,Garrigue,"Pinède, garrigue",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Globularia vulgaris L.,30315,Globularia vulgaris L.,30315,3458,Plantaginaceae,bdtfx,Montpellier,34,2009/03/05,Restinclière,Garrigue,"Pinède, garrigue",+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potentilla neumanniana Rchb.,52737,Potentilla tabernaemontani Asch.,52914,4806,Rosaceae,bdtfx,Montpellier,34,2009/03/05,Restinclière,Garrigue,"Pinède, garrigue",+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sedum,102506,Sedum,102506,52506,Crassulaceae,bdtfx,Montpellier,34,2009/03/05,Restinclière,Garrigue,"Pinède, garrigue",+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2009/06/22,Jardin des Plantes,,Jardin,Feuille prélevée sur un sujet  âgé dans l'allée est du jardin (parallèle au Boulevard Henri IV). GPS : 43°36'46.23'' N et 03°52'20.18'' E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2009/06/22,Jardin des Plantes,,Jardin,Feuille prélevée sur un sujet  âgé dans l'allée ouest du jardin (parallèle à la rue du Faubourg Saint-Jaumes). GPS : 43°36'46.44'' N et 03°52'18.24'' E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex L.,54442,Quercus ilex L.,54442,3288,Fagaceae,bdtfx,Montpellier,34,2009/06/22,Allée Jean de Lattre de Tassigny,,Parc,Feuille prélevée sur un sujet  âgé dans le parc situé à l'est de l'Allée de Lattrede Tassigny. GPS : 43°36'38.39'' N et 03°52'56.91'' E. Alt. : 39m.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer monspessulanum L.,182,Acer monspessulanum L.,182,8523,Sapindaceae,bdtfx,Montpellier,34,2009/06/22,Jardin des Plantes,,Jardin,Feuille prélevée sur un sujet  dans la partie nord  jardin.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ginkgo biloba L.,30178,Ginkgo biloba L.,30178,7315,Ginkgoaceae,bdtfx,Montpellier,34,2009/06/22,Jardin des Plantes,,Jardin,Feuille prélevée sur un sujet  dans la partie nord  jardin.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ginkgo biloba L.,30178,Ginkgo biloba L.,30178,7315,Ginkgoaceae,bdtfx,Montpellier,34,2009/06/22, Jardin des Plantes,,Centre ville,Feuille prélevée sur un sujet  dans la partie nord  jardin.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ginkgo biloba L.,30178,Ginkgo biloba L.,30178,7315,Ginkgoaceae,bdtfx,Montpellier,34,2009/06/22,Jardin des Plantes,,Centre ville,Feuille prélevée sur un sujet  dans la partie nord  du jardin.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurus nobilis L.,38070,Laurus nobilis L.,38070,3750,Lauraceae,bdtfx,Montpellier,34,2009/06/22,Jardin des Plantes,,Centre ville,Feuille prélevée sur un sujet  dans la partie est  du jardin.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer monspessulanum L.,182,Acer monspessulanum L.,182,8523,Sapindaceae,bdtfx,Montpellier,34,2009/11/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cerinthe major L.,16213,Cerinthe major L.,16213,1355,Boraginaceae,bdtfx,Montpellier,34,2010/03/27,,Parc Méric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taraxacum ochrocarpum (Soest) J.M.Tison,102999,Taraxacum ochrocarpum (Soest) J.M.Tison,102999,37547,Asteraceae,bdtfx,Montpellier,34,2010/03/27,,Parc Méric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer monspessulanum L.,182,Acer monspessulanum L.,182,8523,Sapindaceae,bdtfx,Montpellier,34,2010/01/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer campestre L.,141,Acer campestre L.,141,8522,Sapindaceae,bdtfx,Montpellier,34,2010/01/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acanthus mollis L.,74930,Acanthus mollis L.,74930,29922,Acanthaceae,bdtfx,Montpellier,34,2010/01/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer negundo L.,74932,Acer negundo L.,74932,29924,Sapindaceae,bdtfx,Montpellier,34,2010/01/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer platanoides L.,74934,Acer platanoides L.,74934,29926,Sapindaceae,bdtfx,Montpellier,34,2010/01/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer pseudoplatanus L.,210,Acer pseudoplatanus L.,210,11,Sapindaceae,bdtfx,Montpellier,34,2010/01/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adiantum capillus-veneris L.,817,Adiantum capillus-veneris L.,817,7327,Pteridaceae,bdtfx,Montpellier,34,2010/01/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sambucus ebulus L.,60236,Sambucus ebulus L.,60236,1967,Adoxaceae,bdtfx,Montpellier,34,2010/01/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sambucus nigra L.,60241,Sambucus nigra L.,60241,1968,Adoxaceae,bdtfx,Montpellier,34,2010/01/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viburnum lantana L.,71453,Viburnum lantana L.,71453,14899,Adoxaceae,bdtfx,Montpellier,34,2010/01/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
