type,osm_id,osm_url,access,addr:city,addr:country,addr:housename,addr:housenumber,addr:postcode,addr:street,alcohol,alt_name,amenity,bar,beverage,building,contact:email,contact:phone,contact:website,cuisine,description,food,int_name,internet_access,layer,microbrewery,name,newsagent,old_name,opening_hours,operator,organic,outdoor_seating,phone,smoking,takeaway,tobacco,website,wheelchair,wheelchair:entrance_width,wheelchair:step_height,wifi
Bars,-2050081104,http://www.openstreetmap.org/browse/node/2244886192,,,,,,,,,,bar,,,,,,,,,,,,,,Le Tram,,,,,,,,,,,,yes,90,,
Restaurants,-2050081100,http://www.openstreetmap.org/browse/node/2244886196,,,,,,,,,,restaurant,,,,,,,italian,,,,,,,,,,,,,,,,,,,no,,,
Cafés,1448247148,http://www.openstreetmap.org/browse/node/1448247148,,,,,,,,,,cafe,,,,,,,,,,,,,,Les Cévennes,,,,,,,,,,,,,,,
Fast-Foods,1448247135,http://www.openstreetmap.org/browse/node/1448247135,,,,,,,,,,fast_food,,,,,,,,,,,,,,Snack Rif,,,,,,,,,,,,,,,
Fast-Foods,1448247113,http://www.openstreetmap.org/browse/node/1448247113,,,,,,,,,,fast_food,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,
Fast-Foods,2065508010,http://www.openstreetmap.org/browse/node/2065508010,,,,,,,,,,fast_food,,,,,,,pizza,,,,,,,Pizza Pierrot & Fils,,,,,,,,,,,,yes,,,
Restaurants,2065508011,http://www.openstreetmap.org/browse/node/2065508011,,,,,,,,,,restaurant,,,,,,,,,,,,,,Snack,,,,,,,,,,,,no,,,
Restaurants,1290203591,http://www.openstreetmap.org/browse/node/1290203591,,,,,,,"1000, avenue de l'Europe - RN 113",,,restaurant,,,,,,,,,,,,,,La Fantasia des Délices,,,,,,,,,,,http://www.lafantasiadesdelices.com/,,,,
Restaurants,2065486107,http://www.openstreetmap.org/browse/node/2065486107,,,,,,,,,,restaurant,,,,,,,,,,,,,,Resto-self Village du Père Soulas,,,Mo-Fr 11:30-15:30,,,,0467524533,,,,,yes,,,
Restaurants,1673438363,http://www.openstreetmap.org/browse/node/1673438363,,,,,,,,,,restaurant,,,,,,,french,,,,,,,Brasserie Scholler,,,,,,,,,,,,,,,
Restaurants,323143813,http://www.openstreetmap.org/browse/node/323143813,,,,,,,,,,restaurant,,,,,,,pizza,,,,,5,,Pizza Pino,,Route 66,,,,,,,,,,,,,
Restaurants,323143811,http://www.openstreetmap.org/browse/node/323143811,,,,,,,,,,restaurant,,,,,,,french,,,,,5,,Au bureau,,,,,,,,,,,,,,,
Restaurants,323130276,http://www.openstreetmap.org/browse/node/323130276,,,,,,,,,,restaurant,,,,,,,french,,,,,5,,Les 3 Brasseurs,,,,,,,,,,,,,,,
Restaurants,323141644,http://www.openstreetmap.org/browse/node/323141644,,,,,,,,,,restaurant,,,,,,,pizza,,,,,5,,Il Ristorante,,,,,,,,,,,,,,,
Restaurants,-1864618525,http://www.openstreetmap.org/browse/node/2430348771,,,,,,,,,,restaurant,,,,,,,burger,,,,,,,Tommy's Dinner,,,,,,,,,,,,,,,
Fast-Foods,323149540,http://www.openstreetmap.org/browse/node/323149540,,,,,,,,,,fast_food,,,,,,,burger,,,,,5,,Subway,,,,,,,,,,,,,,,
Glacier,1673488843,http://www.openstreetmap.org/browse/node/1673488843,,,,,,,,,,ice_cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,1673435276,http://www.openstreetmap.org/browse/node/1673435276,,,,,,,,,,restaurant,,,,,,,tapas,,,,,,,Famosas Tapas,,,,,,,,,,,,,,,
Restaurants,323143810,http://www.openstreetmap.org/browse/node/323143810,,,,,,,,,,restaurant,,,,,,,,,,,,5,,Grand Regency,,,,,,,,,,,,,,,
Restaurants,1673435259,http://www.openstreetmap.org/browse/node/1673435259,,,,,,,,,,restaurant,,,,,,,sushi,,,,,,,Ô SUSHI’UM,,,,,,,,,,,http://osushium.com/,,,,
Bars,1915081375,http://www.openstreetmap.org/browse/node/1915081375,,,,,,,,,,bar,,,,,,,,,,,,,,Barakajeu,,,,,,,,,,,,,,,
Restaurants,-1813748579,http://www.openstreetmap.org/browse/node/2481218717,,,,,,,,,,restaurant,,,,,,,,,,,,,,Folia,,,,,,,+33 4 99526637,,,,http://www.flaugergues.com/restaurant-flaugergues.html,,,,
Restaurants,333780536,http://www.openstreetmap.org/browse/node/333780536,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,1999659017,http://www.openstreetmap.org/browse/node/1999659017,,,,,67,,Rue Duguay-Trouin,,,restaurant,,,,,,,pizza,,,,,,,La Fringale,,,,,,,0467566448,,,,,,,,
Restaurants,1673410364,http://www.openstreetmap.org/browse/node/1673410364,,,,,,,,,,restaurant,,,,,,,asian,,,,,,,Les Jardins de l'Orchidee,,,,,,,,,,,,,,,
Restaurants,1673405180,http://www.openstreetmap.org/browse/node/1673405180,,,,,,,,,,restaurant,,,,,,,french,,,,,,,Brasserie des 3 Grâces,,,,,,,,,,,,,,,
Fast-Foods,1673415157,http://www.openstreetmap.org/browse/node/1673415157,,,,,,,,,,fast_food,,,,,,,pizza,,,,,,,La Casa,,,,,,,,,,,,,,,
Cafés,1673410365,http://www.openstreetmap.org/browse/node/1673410365,,,,,,,,,,cafe,,,,,,,,,,,,,,Café Bibal,,,,,,,,,,,,,,,
Cafés,1673435273,http://www.openstreetmap.org/browse/node/1673435273,,,,,,,,,,cafe,,,,,,,,,,,,,,Dolce Cafe,,,,,,,,,,,,,,,
Fast-Foods,1673435272,http://www.openstreetmap.org/browse/node/1673435272,,,,,,,,,,fast_food,,,,,,,,,,,,,,La Croissanterie,,,,,,,,,,,,,,,
Restaurants,1673435274,http://www.openstreetmap.org/browse/node/1673435274,,,,,,,,,,restaurant,,,,,,,,,,,,,,Ma Première Cantine,,,,,,,,,,,,,,,
Cafés,1673435265,http://www.openstreetmap.org/browse/node/1673435265,,,,,,,,,,cafe,,,,,,,,,,,,,,Zumo,,,,,,,,,,,,,,,
Fast-Foods,1673420525,http://www.openstreetmap.org/browse/node/1673420525,,,,,,,,,,fast_food,,,,,,,sandwich,,,,,,,Le Pétrin d'Honoré,,,,,,,,,,,,,,,
Bars,-2135600789,http://www.openstreetmap.org/browse/node/2159366507,,,,,20,,Allée Antonin Chauliac,,,bar,,,,,,,,,,,,,,L'étincelles,,,,,,,0467031505,,,,,no,,,
Fast-Foods,-2137707195,http://www.openstreetmap.org/browse/node/2157260101,,,,,1,,Route de Lodève,,,fast_food,,,,,,,pizza,,,,,,,Pizza Nona,,,,,,,0467405864,,,,,no,,,
Fast-Foods,-2137795049,http://www.openstreetmap.org/browse/node/2157172247,,,,,16,,Route de Lodève,,,fast_food,,,,,,,,,,,,,,OZ KEBAB,,,,,,,,,,,,no,,,
Bars,-2137771915,http://www.openstreetmap.org/browse/node/2157195381,,,,,20,,Route de Lodève,,,bar,,,,,,,,,,,,,,Tire Bouchon,,,,,,,,,,,,yes,,,
Fast-Foods,-2113177826,http://www.openstreetmap.org/browse/node/2181789470,,,,,3,,Place Pierre Renaudel,,,fast_food,,,,,,,,,,,,,,La Salad'Rit,,,,,,,,,,,,yes,,,
Fast-Foods,-2115107826,http://www.openstreetmap.org/browse/node/2179859470,,,,,16,,Rue Lejzer Zamenhof,,,fast_food,,,,,,,,,,,,,,Tacos Family,,,,,,,,,,,,yes,,,
Restaurants,697324858,http://www.openstreetmap.org/browse/node/697324858,,,,,,,,,,restaurant,,,,,,,,,,,,,,Le Madagascar,,,,,,,,,,,,,,,
Cafés,697316451,http://www.openstreetmap.org/browse/node/697316451,,,,,,,,,,cafe,,,,,,,,,,,,,,El Mundial,,,,,,,,,,,,limited,,,
Fast-Foods,697316461,http://www.openstreetmap.org/browse/node/697316461,,,,,,,,,,fast_food,,,,,,,,,,,,,,Chicken Club,,,,,,,,,,,,yes,,,
Fast-Foods,697316457,http://www.openstreetmap.org/browse/node/697316457,,,,,,,,,,fast_food,,,,,,,,,,,,,,Snack Le Palmier,,,,,,,,,,,,yes,,,
Fast-Foods,697316205,http://www.openstreetmap.org/browse/node/697316205,,,,,,,,,,fast_food,,,,,,,kebab,,,,,,,Le Mirador,,,,,,,,,,,,yes,,,
Fast-Foods,697318605,http://www.openstreetmap.org/browse/node/697318605,,,,,,,,,,fast_food,,,,,,,,,,,,,,Mille et Une Pizzas,,,,,,,,,,,,,,,
Fast-Foods,697315878,http://www.openstreetmap.org/browse/node/697315878,,,,,,,,,,fast_food,,,,,,,kebab,,,,,,,Jazeera,,,,,,,,,,,,no,,,
